Date Started,Who am I,Rating,Was your issue resolved,Comments,Who worked on your issue
1/5/2018,Vendor,5,Yes,excellent service,"Lakeia, Specialist"
1/5/2018,Vendor,5,Yes,No problems. Quickly handled and information needed provided.,"Jennifer, Specialist"
1/5/2018,Vendor,5,Yes,"Technician was excellent!  I did not get her name,but she was awesome!","Jennifer, Specialist"
1/5/2018,Vendor,5,Yes,"Knowledgeable, patient, and warmly engaging. Top notch!","Ruben, Specialist"
1/4/2018,Vendor,5,Yes,[No Answer Entered],"Natasha, Specialist"
1/4/2018,Vendor,5,Yes,[No Answer Entered],"Teresa, Lead"
1/4/2018,SWaM,1,No,"I called about a refund of EVA fees. All I got was direction to watch a video.
That just stinks...","Sherry, Specialist"
1/4/2018,Other,5,Yes,Natasha is the best and always has the answers!!,"Natasha, Specialist"
1/4/2018,Buyer,5,Yes,Teresa is ALWAYS a pleasant to work with. I'm always happier when I get off the phone with her.,"Teresa, Lead"
1/4/2018,Buyer,5,Yes,It was a simple problem and it was resolved immediately. Great job!,"Teresa, Lead"
1/4/2018,Vendor,5,Yes,"Teresa resolved the issue concisely and efficiently.  She showed empathy for my 20 minute wait, was gregarious and a real pleasure to work with.  Thank you, Teresa!!","Teresa, Lead"
1/4/2018,Vendor,5,Yes,"The young Lady that helped me today was very patient, professional and kind.
She was very knowledgeable about the eVa site.","Teresa, Lead"
1/4/2018,Vendor,5,Yes,"What a wonderful experience I had with Ms. Matias.  She was professional, efficient and friendly.  AND solved my issue immediately.  It doesn't get better than that for great service.  Thank you.","Natasha, Specialist"
1/4/2018,Vendor,5,Yes,"Great experience! Thank you for such a great representative who took the time to educate and provide online navigation and support to ensure that all my issues were resolved.  I don't recall the name of the person I spoke with, but she was the only one on duty when I called around 10am Eastern due to winter weather storms today (1/4).  Thanks again, and great job!","Natasha, Specialist"
1/3/2018,Vendor,5,Yes,[No Answer Entered],"Natasha, Specialist"
1/3/2018,Vendor,5,Yes,[No Answer Entered],"Natasha, Specialist"
1/3/2018,Vendor,1,No,I want another way to do this. Can I have a form to fill out and mail into you? And who do I mail it to anyway?,"Lakeia, Specialist"
1/3/2018,Buyer,4,Yes,"I was able this AM to get in and do a catalog order for VCE so all is good now.
Thanks","Jennifer, Specialist"
1/3/2018,Vendor,5,No,My EDI/ACH notification email needed to be updated.  My email is updated correctly in the eVA system.  Upon my contacting VA DOA about the email address change they said I had to request EDI/ACH notification changes through eVA.  eVA customer care (Jennifer) said that I needed to implement the changes with DOA - so I went back to DOA.  Unfortunate that this update is becoming a cumbersome task with no resolve.,"Jennifer, Specialist"
1/3/2018,Vendor,5,Yes,"Jennifer was very knowledgeable and helped me understand that we had duplicate accounts, and showed me how to request to close one of them, along with re-send our password to access our account and update contacts.","Jennifer, Specialist"
1/3/2018,Vendor,5,Yes,The customer service representative was extremely thorough in relaying information to me and assisting me with the confusion I was experiencing in using eva prior to getting on the call.  I am very thankful for her assistance.,"Natasha, Specialist"
12/30/2017,Vendor,5,Yes,[No Answer Entered],"Natasha, Specialist"
12/29/2017,Vendor,5,Yes,No improvement needed.  She was helpful with a smile.  Solved my issue.,"Miranda, Specialist"
12/29/2017,Vendor,5,Yes,Cordial and correct throughout.,"Natasha, Specialist"
12/29/2017,Vendor,5,Yes,"eVA CUSTOMER SERVICE WAS GREAT, your website is awful though!","Lakeia, Specialist"
12/29/2017,Vendor,5,Yes,Thanks for the help!,"Natasha, Specialist"
12/28/2017,Vendor,5,Yes,[No Answer Entered],"Miranda, Specialist"
12/28/2017,Buyer,5,Yes,[No Answer Entered],"Natasha, Specialist"
12/28/2017,Buyer,5,Yes,[No Answer Entered],"Natasha, Specialist"
12/28/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
12/28/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
12/28/2017,Vendor,5,Yes,[No Answer Entered],"Lakeia, Specialist"
12/28/2017,Vendor,4,Yes,The representative did a great job and was very professional and personal.  It took several days or a response to my initial inquiry.,"Sherry, Specialist"
12/28/2017,Buyer,5,Yes,"Lakeia effectively addressed all of my questions and concerns.  She was very professional, courteous and helpful.  Keep up the great work!!!!!","Lakeia, Specialist"
12/28/2017,Buyer,5,Yes,"The rep got back to me pretty quickly, and the issue got resolved easily.","Natasha, Specialist"
12/28/2017,Vendor,5,Yes,"Greatyperson to help me, I could almost feel the excitement in the person voice as they solved my issue in seconds!","Miranda, Specialist"
12/28/2017,Vendor,5,Yes,Your staff are unbelievable!  Customer service is superb.  They were very responsive and I was able to process my link with eVA and Ariba.  Waiting for the result - should be soon.  Thank you so much!,"Jennifer, Specialist"
12/27/2017,Buyer,5,Yes,[No Answer Entered],"Jennifer, Specialist"
12/27/2017,Buyer,5,Yes,[No Answer Entered],"Jennifer, Specialist"
12/27/2017,Vendor,5,Yes,[No Answer Entered],"Joann, Specialist"
12/27/2017,SWaM,5,Yes,"Max Williams who registered on eVA is no longer an employee of SoftNice. We try to look for his contact number, but I guess its not in our system anymore. I would be grateful if you can help me with his login Credential, so I can update my company information.","Lakeia, Specialist"
12/27/2017,Vendor,5,Yes,"Natasha understood my issue, and promptly advised me to reach a solution. The issue was how to delete my business from the EVA database, because I have closed the business.","Natasha, Specialist"
12/27/2017,Vendor,5,Yes,"Natasha was friendly, skilled, and efficient. She assisted me with updating my eVA account and answered all my questions quickly and precisely. It was a pleasure to work with her and all my issues were resolved. Thank you!","Natasha, Specialist"
12/27/2017,Vendor,5,Yes,Jennifer was excellent.  She was extremely helpful and patient.,"Jennifer, Specialist"
12/27/2017,Vendor,5,Yes,I was very confused about the issue I was emailed about. But the person who called me and who I reached when I called back was extremely patient with me and helped me figure it all out. Thank you! I don't remember her name but it was a woman.,"Natasha, Specialist"
12/22/2017,Vendor,5,Yes,[No Answer Entered],"Thomas, Specialist"
12/22/2017,Vendor,5,Yes,[No Answer Entered],"Miranda, Specialist"
12/22/2017,Vendor,4,Yes,Your Staff are very friendly and helpful.  Your website is Very difficult to navigate.,"Natasha, Specialist"
12/22/2017,Vendor,5,Yes,"Miranda was patient, spoke well and made sure my problem was resolved before she hung up.","Miranda, Specialist"
12/22/2017,Vendor,5,Yes,"very nice people, very nice job.  I needed to be reinstated.  Not only was procedure explained I was taken directly to the website page where the form to be filled out was located.

( I am sorry that I do not remember the person's name but here approach and helpfulness reflected a behavior standard that I am sure all of your phone connected personnel must have.   Very good job, thanks!!!)","Sherry, Specialist"
12/22/2017,Vendor,5,Yes,Unpaid invoice deactivated account; needed to know more about the invoice.  Was shown how to find such information on the eVA procurement portal.  Excellent service!,"Lakeia, Specialist"
12/22/2017,Vendor,5,Yes,Lakeia was very patient and worked thru the issue I was having.  Really appreciate her staying on the line with me to make sure everything was all set.,"Lakeia, Specialist"
12/22/2017,Vendor,5,Yes,"Very helpful and professional help, with tips to make sure I didn't miss any elements of the registration process that folks sometimes do miss.  Thank you.","Jennifer, Specialist"
12/22/2017,Vendor,5,Yes,Very helpful and professional.  Explained the next phases of the registration process so i knew what to expect.  Thank you.,"Miranda, Specialist"
12/21/2017,Buyer,4,No,"Thomas was extremely helpful, but ended up transferring to Billing where I left a voicemail but have still not received an answer to my question.","Thomas, Specialist"
12/21/2017,Other,5,Yes,Very helpful and informative customer service,"Thomas, Specialist"
12/21/2017,Buyer,5,Yes,"Natasha was extremely helpful, knowledgeable and an absolute pleasure to work with. Not only did she resolve the issue, but worked with me to ensure all was well. I know I can sometimes be a little difficult to understand, but she was so patient with me. If I knew her last name I would send her an OTS award.","Natasha, Specialist"
12/21/2017,Buyer,5,Yes,The agent was very patient.  I am sorry I did not write down her name.,"Joann, Specialist"
12/21/2017,Buyer,5,Yes,"Very helpful and friendly. 
Thanks for the help and guidance!","Joann, Specialist"
12/21/2017,Vendor,5,Yes,simple solution efficiently satisfied,"Sherry, Specialist"
12/21/2017,Vendor,5,Yes,"This was probably the best customer service I have ever experienced. Sherry was very knowledgeable, friendly, and extremely helpful.","Sherry, Specialist"
12/21/2017,Vendor,5,Yes,very helpful quickly! Awesome.,"Sherry, Specialist"
12/21/2017,Vendor,5,Yes,"She was excellent, very helpful and patient with me.  I'm sorry I do not remember her name.","Natasha, Specialist"
12/21/2017,Vendor,5,Yes,She was very helpful and pleasant.,"Natasha, Specialist"
12/21/2017,Vendor,5,Yes,She stayed on the phone with me to make sure I was able to get everything done.  Good customer service.,"Jennifer, Specialist"
12/21/2017,Vendor,5,Yes,"easy, simple, accomplished goal of removing me, setting Heather up in just a few minutes","Jennifer, Specialist"
12/20/2017,Vendor,5,Yes,[No Answer Entered],"Natasha, Specialist"
12/20/2017,Buyer,5,Yes,[No Answer Entered],"Jennifer, Specialist"
12/20/2017,Vendor,5,Yes,[No Answer Entered],"Miranda, Specialist"
12/20/2017,Vendor,5,Yes,[No Answer Entered],"Miranda, Specialist"
12/20/2017,Vendor,5,Yes,[No Answer Entered],"Joann, Specialist"
12/20/2017,Buyer,5,No,fantastic,"Jennifer, Specialist"
12/20/2017,Vendor,5,Yes,"Hardly any wait time, I was taken care of promptly.  The customer service rep was pleasant, easy to understand.","Miranda, Specialist"
12/20/2017,Vendor,5,Yes,exceptional customer service,"Jennifer, Specialist"
12/19/2017,Buyer,5,Yes,[No Answer Entered],"Joann, Specialist"
12/19/2017,Vendor,5,Yes,[No Answer Entered],"Sherry, Specialist"
12/19/2017,SWaM,5,Yes,She was GREAT!,"Natasha, Specialist"
12/19/2017,SWaM,5,Yes,Each time I contact Customer Care their services exceeds my expectation.,"Lakeia, Specialist"
12/19/2017,Other,5,Yes,"Very helpful folks on the phone, in a follow-up voice mail and in an email.  WOW!  The team is definitely on top of things.  Thanks!  Multiple folks helped me from your end.","Sherry, Specialist"
12/19/2017,Buyer,5,No,"Person was very helpful.  However, your posted contract awards do not link to the archive of the solicitation document(s).  I am awaiting a response from the Matt Fitzinger on that.  To ride the contract I need to evidence the award was fully competed.  It would be helpful if the solicitation and abstract should be posted with the award.  Thank you.","Lakeia, Specialist"
12/19/2017,Buyer,5,Yes,It is always a pleasure to be able to call your service department and obtain the answer to my question that makes my job so much easier.  I am always delighted.  Thank you!,"Joann, Specialist"
12/19/2017,Buyer,5,Yes,Jennifer Wright was very nice AND patient with me.,"Jennifer, Specialist"
12/19/2017,Buyer,5,Yes,Good experience. My service agent was very patient!,"Jennifer, Specialist"
12/19/2017,Buyer,5,Yes,Representative was very helpful.,"Joann, Specialist"
12/19/2017,Buyer,5,Yes,Very helpful,"Jennifer, Specialist"
12/19/2017,Vendor,5,Yes,The customer care representative answered my questions in a timely matter which I appreciated!,"Thomas, Specialist"
12/19/2017,Vendor,5,Yes,"Thomas was pleasant, and patient.  He helped me figure out that I'd actually typed in my own email address incorrectly, and subsequently was not receiving solicitation notifications.","Thomas, Specialist"
12/19/2017,Vendor,5,Yes,"Sherry and I had a couple questions about how the QQ was written so she didn't hesitate to ask someone else, to give me the best answer.  She took lots of time with me and was very patient","Sherry, Specialist"
12/19/2017,Vendor,5,Yes,Very pleasant and extremely helpful,"Natasha, Specialist"
12/18/2017,Buyer,4,Yes,[No Answer Entered],"Joann, Specialist"
12/18/2017,Vendor,5,Yes,[No Answer Entered],"Natasha, Specialist"
12/18/2017,SWaM,5,Yes,Jennifer was great to work with!!,"Jennifer, Specialist"
12/18/2017,Buyer,5,Yes,"Terri Hudgins was amazing assisting me with getting access into eVA on a late Friday afternoon, continuing into today.","Thomas, Specialist"
12/18/2017,Buyer,5,Yes,Great! I received a voice mail when I was not here on Friday and a follow up call Monday morning before I even had a chance to hear the voice mail! She explained how to find the information I need by running a report.,"Natasha, Specialist"
12/18/2017,Buyer,5,Yes,No improvement needed,"Natasha, Specialist"
12/18/2017,Buyer,5,Yes,She was very personable and the response time was very immediate.,"Natasha, Specialist"
12/18/2017,Vendor,5,Yes,very helpful.,"Natasha, Specialist"
12/18/2017,Vendor,5,Yes,The young lady did an excellent job.,"Natasha, Specialist"
12/18/2017,Vendor,5,Yes,She was very patient,"Natasha, Specialist"
12/18/2017,Vendor,5,Yes,delightful experience,"Lakeia, Specialist"
12/18/2017,Vendor,5,Yes,Joann was patient and walked me thru the process,"Joann, Specialist"
12/18/2017,Vendor,5,Yes,Perfect customer care :) Thank you.,"Jennifer, Specialist"
12/18/2017,Vendor,5,Yes,Agent was most helpful...walked me through making the required changes on-line.,"Jennifer, Specialist"
12/18/2017,Vendor,5,Yes,"Sherry was well informed, professional and able to address my questions.","Sherry, Specialist"
12/15/2017,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
12/15/2017,Buyer,5,Yes,[No Answer Entered],"Thomas, Specialist"
12/15/2017,Vendor,5,Yes,[No Answer Entered],"Thomas, Specialist"
12/15/2017,SWaM,5,Yes,"Excellent Service:
Ghania was excellent, she walked me thru the process to complete my concerns.
She was well informed to take care of any issues that I needed in the eVA portal.","Miranda, Specialist"
12/15/2017,Buyer,5,Yes,Issue was with vendor not having the proper account information in Ariba system entered so notifications where invalid & vendor couldn't receive orders properly. I alerted vendor of this issue & they have taken proper steps to correct the notifications.,"Natasha, Specialist"
12/15/2017,Buyer,5,Yes,"Customer Care representative was professional and even though she did not have experience with what I was asking, she went the extra mile to find out what I needed and to make sure I understood how to use the special screen necessary.","Joann, Specialist"
12/15/2017,Buyer,5,Yes,Thank you for the quick reply,"Thomas, Specialist"
12/15/2017,Vendor,5,Yes,this is for   Minerva Blake  804-225-4422,"Sherry, Specialist"
12/15/2017,Vendor,5,Yes,Sherry and Theresa were amazing!  They followed up with me for a week to resolve my unique situation.  They also took the time to make sure that I was using the right codes and walked me through the site to ensure I knew how to access everything I needed.,"Sherry, Specialist"
12/15/2017,Vendor,5,Yes,"I'm sorry that I can't remember the representative's name who helped me. She was very helpful, to the point, and pleasant. Thank you.","Natasha, Specialist"
12/15/2017,Vendor,5,Yes,"It  was  quite  refreshing  ,  to  ask  for  assistance  ,  and  actually  receive  assistance  and  get  the  problem  resolved  ,  in  such  a  short  amount  of  time ....  Thank  You","Joann, Specialist"
12/15/2017,Vendor,5,Yes,"Very nice person I spoke with, resolved my issue in one phone call and hung in there with me until I was set.  Sorry I can remember her name, but very thankful for her help!","Joann, Specialist"
12/15/2017,Vendor,5,Yes,My eVA representative helped with an unusual request and led me through the vendor information to locate what I needed.  She was extremely pleasant and helpful.  Excellent customer service and a pleasure to speak with.,"Jennifer, Specialist"
12/14/2017,Buyer,5,Yes,[No Answer Entered],"Natasha, Specialist"
12/14/2017,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
12/14/2017,Other,5,Yes,He was very friendly and helpful,"Thomas, Specialist"
12/14/2017,Buyer,5,Yes,Another great job. Thanks!,"Natasha, Specialist"
12/14/2017,Vendor,5,Yes,"Fast service, minimal waiting time.","Thomas, Specialist"
12/14/2017,Vendor,5,Yes,very kind and informative,"Miranda, Specialist"
12/14/2017,Vendor,5,Yes,Very good!! Thank you!!,"Jennifer, Specialist"
12/14/2017,Vendor,5,Yes,Very knowledgeable folks on your help desk.,"Jennifer, Specialist"
12/14/2017,Vendor,5,Yes,Quick response and excellent customer service,"Jennifer, Specialist"
12/14/2017,Vendor,5,Yes,"COURTEOUS, POLITE, GREAT JOB","Sherry, Specialist"
12/13/2017,Vendor,4,Yes,[No Answer Entered],"Lakeia, Specialist"
12/13/2017,SWaM,5,No,[No Answer Entered],"Thomas, Specialist"
12/13/2017,Buyer,5,Yes,[No Answer Entered],"Teresa, Lead"
12/13/2017,Buyer,5,Yes,[No Answer Entered],"Jennifer, Specialist"
12/13/2017,Buyer,5,Yes,[No Answer Entered],"Natasha, Specialist"
12/13/2017,Buyer,5,Yes,[No Answer Entered],"Joann, Specialist"
12/13/2017,Vendor,5,Yes,[No Answer Entered],"Thomas, Specialist"
12/13/2017,Buyer,5,Yes,"GHANIA, THOMAS - THANKS FOR THE FOLLOWUP & ASSISTANCE","Thomas, Specialist"
12/13/2017,Buyer,5,Yes,Not sure If I meesed up and accidentally put a 1 rating instead of a 5,"Natasha, Specialist"
12/13/2017,Buyer,5,Yes,Great Job,"Joann, Specialist"
12/13/2017,Buyer,5,Yes,"Very polite,  Thanks.","Jennifer, Specialist"
12/13/2017,Buyer,5,Yes,Very helpful customer service representative!,"Jennifer, Specialist"
12/13/2017,Vendor,5,Yes,Customer Care agent was very helpful and polite.,"Teresa, Lead"
12/13/2017,Vendor,5,Yes,Great informant Customer Care,"Lakeia, Specialist"
12/13/2017,Vendor,5,Yes,Was blocked out.  Was told what I was doing wrong.,"Jennifer, Specialist"
12/13/2017,Vendor,5,Yes,The representative that I spoke with was very knowledgeable,"Jennifer, Specialist"
12/13/2017,Vendor,5,Yes,Fast and handled all my questions,"Natasha, Specialist"
12/12/2017,Vendor,5,Yes,[No Answer Entered],"Joann, Specialist"
12/12/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
12/12/2017,Buyer,5,Yes,[No Answer Entered],"Jennifer, Specialist"
12/12/2017,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
12/12/2017,Vendor,4,Yes,"Overall, very well done. I suggest email response to customers, who are making changes to their profile, confirming the change request has been received and when the change has been completed.","Lakeia, Specialist"
12/12/2017,Buyer,4,Yes,Does eVA not send DOA/CVG updates to vendor COVA W-9's automatically? or are only new vendors reported?,"Lakeia, Specialist"
12/12/2017,Other,5,Yes,"Prompt and helpful service, no complaints!","Jennifer, Specialist"
12/12/2017,Buyer,5,Yes,"It was a gentleman who helped me resolve an issue that I have been dealing with getting a self-registered vendor to update their profile and add a location.  Even after the location was added and available to use as a vendor, it showed up as blank contact","Thomas, Specialist"
12/12/2017,Buyer,5,Yes,A supplier contacted Purchasing inquiring whether eVA was capable of issuing solicitations in Spanish.  Could you kindly further investigate the possibility of providing that option.,"Sherry, Specialist"
12/12/2017,Buyer,5,Yes,Excellent customer service.,"Sherry, Specialist"
12/12/2017,Buyer,5,Yes,"Very kind and helpful.  I've spoken with the rep before and she is always professional, patient and helpful.","Lakeia, Specialist"
12/12/2017,Buyer,5,Yes,Don't remember who helped me.  Sorry,"Lakeia, Specialist"
12/12/2017,Buyer,5,Yes,quick and efficient answer to my question,"Joann, Specialist"
12/12/2017,Vendor,5,Yes,Thomas was very helpful.  Thank you !,"Thomas, Specialist"
12/12/2017,Vendor,5,Yes,Natasha was wonderful. She over and beyond to help me!,"Natasha, Specialist"
12/12/2017,Vendor,5,Yes,The lady was very helpful and I spoke with the same person twice within an hour. Thank You!,"Lakeia, Specialist"
12/12/2017,Vendor,5,Yes,My eVA customer service representative was courteous and responsive. My issue was handled promptly.,"Joann, Specialist"
12/12/2017,Vendor,5,Yes,Outstanding assistance,"Jennifer, Specialist"
12/12/2017,Vendor,5,Yes,Ghania Matias was very professional and knowledgeable,"Jennifer, Specialist"
12/11/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
12/11/2017,Buyer,5,Yes,[No Answer Entered],"Sherry, Specialist"
12/11/2017,Buyer,5,Yes,[No Answer Entered],"Sherry, Specialist"
12/11/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
12/11/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
12/11/2017,Vendor,5,Yes,[No Answer Entered],"Joann, Specialist"
12/11/2017,Vendor,5,No,She was very nice and quick to help! I had forgotten my user name. The other issues wasn't resolved but it was not her fault it was information I had to receive from the VA federal government level rather than the eVA portal.,"Miranda, Specialist"
12/11/2017,Vendor,5,Yes,"I was given the best of services any one could expect, thanks but I for got her name, sorry.","Miranda, Specialist"
12/11/2017,Vendor,5,Yes,Very pleased,"Miranda, Specialist"
12/11/2017,Vendor,5,Yes,Operator was very pleasant and patient with me.,"Jennifer, Specialist"
12/11/2017,Vendor,5,Yes,very professional and took the time to walk me through a solution to our problems,"Jennifer, Specialist"
12/11/2017,Vendor,5,Yes,"Your rep was patient, helpful, and very professional! thank you!","Thomas, Specialist"
12/8/2017,Other,5,Yes,[No Answer Entered],"Joann, Specialist"
12/8/2017,Buyer,5,Yes,[No Answer Entered],"Joann, Specialist"
12/8/2017,Buyer,5,Yes,[No Answer Entered],"Joann, Specialist"
12/8/2017,Buyer,5,Yes,[No Answer Entered],"Natasha, Specialist"
12/8/2017,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
12/8/2017,Buyer,5,Yes,My customer care worker was Sherry.  She was very patient with me and carefully explained every step to get my password and user ID established.,"Sherry, Specialist"
12/8/2017,Vendor,5,Yes,Great Experience,"Miranda, Specialist"
12/8/2017,Vendor,5,Yes,Got through immediately and question handled easily. Thank you!,"Miranda, Specialist"
12/8/2017,Vendor,5,Yes,lady I spoke with was very helpful and professional.,"Sherry, Specialist"
12/8/2017,Vendor,5,Yes,"Courteous,  friendly,  helpful","Natasha, Specialist"
12/8/2017,Vendor,5,Yes,Great service!,"Jennifer, Specialist"
12/8/2017,Vendor,5,Yes,Lovely gal and very patient!  I think it was Sherry.,"Jennifer, Specialist"
12/8/2017,Vendor,5,Yes,Very polite customer service rep,"Jennifer, Specialist"
12/8/2017,Vendor,5,No,I was directed to where I need to go and exactly what I need to fill out.,"Natasha, Specialist"
12/7/2017,Vendor,5,Yes,[No Answer Entered],"Joann, Specialist"
12/7/2017,Vendor,5,Yes,[No Answer Entered],"Natasha, Specialist"
12/7/2017,Other,5,Yes,[No Answer Entered],"Thomas, Specialist"
12/7/2017,Buyer,5,Yes,[No Answer Entered],"Thomas, Specialist"
12/7/2017,Buyer,5,Yes,[No Answer Entered],"Jennifer, Specialist"
12/7/2017,Vendor,5,Yes,[No Answer Entered],"Natasha, Specialist"
12/7/2017,Vendor,4,Yes,customer care person was so helpful & explained things to me completely.,"Joann, Specialist"
12/7/2017,SWaM,5,Yes,Execellent customer service and online experience.,"Sherry, Specialist"
12/7/2017,Other,5,Yes,I think Sherry helped me.  Just wanted to look at a vendor list and didn't realize I could do that without signing in.,"Sherry, Specialist"
12/7/2017,Buyer,5,Yes,The representative worked very hard to get a resolution. She took the time to even check with another department.,"Natasha, Specialist"
12/7/2017,Buyer,5,Yes,Great Customer Service!,"Joann, Specialist"
12/7/2017,Vendor,5,Yes,"The gentleman who called me did a fantastic job of helping to navigate the system for the question I had asked. 
In general, it makes no sense to me why you can't access who was awarded a bid. it seems backwards to me that you need to contact the individ","Thomas, Specialist"
12/7/2017,Vendor,5,Yes,"surprised that after receiving an e-mail regarding my account access and to call, I actually received a follow-up call and e-mail getting my access reinstated, ahead of me having the opportunity to call back.","Lakeia, Specialist"
12/7/2017,Vendor,5,Yes,The representative went the extra mile identifying the necessary codes that will give me notification for the product of interest.,"Joann, Specialist"
12/7/2017,Vendor,5,Yes,The procurement system has its merits.  We are a small minority owned business and EVA is a different way of doing business for a Masonry company with a small staff that relies mostly on word of mouth and the quality of workmanship. I hope that the biddin,"Joann, Specialist"
12/7/2017,Vendor,5,Yes,She was very helpful.,"Jennifer, Specialist"
12/7/2017,Vendor,5,Yes,"Very pleased with the response time. I emailed my question and got a phone response within the same day. I was not expecting a phone call and certainly not on the same day, so THANK YOU! I think Thomas was the analyst who called me.","Thomas, Specialist"
12/7/2017,Vendor,5,Yes,Very helpful and polite,"Natasha, Specialist"
12/7/2017,Vendor,5,Yes,Great!,"Miranda, Specialist"
12/6/2017,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
12/6/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
12/6/2017,Buyer,5,Yes,[No Answer Entered],"Joann, Specialist"
12/6/2017,Buyer,5,Yes,[No Answer Entered],"Jennifer, Specialist"
12/6/2017,Buyer,5,Yes,[No Answer Entered],"Joann, Specialist"
12/6/2017,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
12/6/2017,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
12/6/2017,Buyer,2,Yes,Consistently have to re-set passwords as if eVA is a CIA organization. Frustrating. Time consuming. Not sure why all of the re-setting is consistently necessary.,"Sherry, Specialist"
12/6/2017,Buyer,3,No,She was polite but could not answer my question.,"Lakeia, Specialist"
12/6/2017,SWaM,5,Yes,My customer care rep was very professional and helpful with the issues that I was having with registering.,"Thomas, Specialist"
12/6/2017,Buyer,5,No,I have a vendor who required reinstatement in eVA - Thomas provided the information that I needed to provide the vendor so they can take the steps to get this accomplished,"Thomas, Specialist"
12/6/2017,Buyer,5,Yes,It was very easy following Joann's directions. It only took a few minutes to get my issue taken care of. Thanx.,"Joann, Specialist"
12/6/2017,Buyer,5,Yes,"The Eva representative was extremely professional, very helpful and quite knowledgeable. I'm so sorry I forgot her name.","Jennifer, Specialist"
12/6/2017,Buyer,5,Yes,very patient and helpful,"Joann, Specialist"
12/6/2017,Vendor,5,Yes,The email was easy to read and understand and the person I spoke to was VERY helpful!,"Miranda, Specialist"
12/6/2017,Vendor,5,Yes,Knowledgeable and helpful,"Lakeia, Specialist"
12/6/2017,Vendor,5,Yes,I have had to send an email two times in the last few months and both times I was called back. I was not only called back but in such a short amount of time. Both ladies were amazing. They knew what needed to be done in order to fix the issues with our ac,"Lakeia, Specialist"
12/6/2017,Vendor,5,Yes,Very Pleasant and helpful. Excellent service. Thanks,"Jennifer, Specialist"
12/5/2017,Vendor,5,Yes,[No Answer Entered],"Joann, Specialist"
12/5/2017,Vendor,5,Yes,[No Answer Entered],"Joann, Specialist"
12/5/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
12/5/2017,Buyer,5,Yes,[No Answer Entered],"Jennifer, Specialist"
12/5/2017,Vendor,5,Yes,[No Answer Entered],"Joann, Specialist"
12/5/2017,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
12/5/2017,Buyer,1,No,"Trying to enter a state agency (Health District) state entered and used the same EIN recently on another District and it was approved.  This one was denied. Information is correct.  Customer Care told me to respond to email and say everything is correct,","Joann, Specialist"
12/5/2017,Buyer,4,Yes,Technician was polite and helpful,"Jennifer, Specialist"
12/5/2017,Other,5,Yes,Service was great unfortunately I do not remember who assisted me.,"Lakeia, Specialist"
12/5/2017,Buyer,5,Yes,Very quick and easy. Thanks,"Jennifer, Specialist"
12/5/2017,Buyer,5,Yes,ON the mark.  Very helpful.,"Jennifer, Specialist"
12/5/2017,Buyer,5,Yes,She was very helpful,"Joann, Specialist"
12/5/2017,Vendor,5,Yes,Very helpful and patient,"Thomas, Specialist"
12/5/2017,Vendor,5,Yes,The service provider I interacted with was very helpful!,"Miranda, Specialist"
12/5/2017,Vendor,5,Yes,VERY GOOD,"Miranda, Specialist"
12/5/2017,Vendor,5,Yes,Sherry helped me with what I needed.,"Sherry, Specialist"
12/5/2017,Vendor,5,Yes,very helpfull,"Natasha, Specialist"
12/5/2017,Vendor,5,Yes,Very Helpful and polit!,"Lakeia, Specialist"
12/4/2017,Vendor,5,Yes,[No Answer Entered],"Thomas, Specialist"
12/4/2017,Buyer,5,Yes,[No Answer Entered],"Jennifer, Specialist"
12/4/2017,Buyer,5,Yes,[No Answer Entered],"Joann, Specialist"
12/4/2017,Buyer,5,Yes,[No Answer Entered],"Joann, Specialist"
12/4/2017,Buyer,5,Yes,[No Answer Entered],"Joann, Specialist"
12/4/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
12/4/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
12/4/2017,Vendor,5,Yes,[No Answer Entered],"Thomas, Specialist"
12/4/2017,Vendor,5,Yes,[No Answer Entered],"Natasha, Specialist"
12/4/2017,Buyer,4,Yes,Joann was very helpful and courteous.,"Joann, Specialist"
12/4/2017,Buyer,4,No,Joann was very polite even though my phone connection made it difficult for her to hear. I called with the issue that after receiving shipments for our office I am the receiver normally and the system will not let me put in the quantity or date received i,"Joann, Specialist"
