Date Started,Who am I,Rating for Cust Care,Was your issue resolved?,Contact Customer?,Comments about Customer Care,Rating for eVA,Comments about eVA Overall,Who worked on your issue
5/29/2019,Buyer,5,Yes,No,Excellent care in handling my issue.,5,[No Answer Entered],"Devyonne, Specialist"
5/29/2019,SWaM (SBSD),5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
5/29/2019,Vendor,5,Yes,No,"Had all three questions answered 
Was able to complete application and forms correctly",5,"Am still a little confused, but with time and using customer care I'll learn","Jennifer, Specialist"
5/29/2019,Vendor,5,Yes,No,Help desk most helpfull in an easy to understand manner,5,"Who ever was on at 16.15pm 29/5/2019
This survey is a bit early to answer as th einfo provided to me is being passed on to others to use and at this hour of the day it will not be acted on.","Jennifer, Specialist"
5/29/2019,Buyer,5,Yes,No,Diligent and precise,4,Too many steps,"Portia, Specialist"
5/29/2019,Vendor,5,Yes,No,Great Help. Very courteous. She needs a raise and appointed governor of VA. Outstanding verbal skills and patience.,3,Need to have a step by step verbal consultation rather than total dependence on internet.,"Miranda, Specialist"
5/30/2019,Vendor,5,Yes,No,Great service!!!!!,5,[No Answer Entered],"Jennifer, Specialist"
5/30/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
5/30/2019,Buyer,5,No,No,"My service was professional, courteous and understanding; but there is nothing that she can personally do to resolve the issue.  This instance is the only time in four years that I was not simply delighted to work with your people and it was based on information received last week about a case.",5,"Please make sure that all of your analysts know that when one of our vendors submit a SSN or EIN and it does not IRS match, then a correction is made, that your current policy is for us to rekey making a new state entered record and the erroneous one will be discontinued.  If I am understanding correctly, your entry/support personnel cannot access the area in the system where the change must be made.  I was told to submit a state entered vendor change form.  The analyst that helped me today was aware of this change and the person assisting last week was not.  Thanks for all you do!","Portia, Specialist"
5/30/2019,Vendor,5,Yes,No,Sherry was very professional and helped direct me to a solution.,5,Sometimes it's hard to remember hw to navigate the site but otherwise it's a good experience.,"Sherry, Specialist"
5/30/2019,Buyer,5,Yes,No,Very patient and very friendly.,5,[No Answer Entered],"Jamel ""Mel"", Lead"
5/31/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
5/31/2019,Buyer,5,Yes,No,Very Helpful,5,[No Answer Entered],"Jennifer, Specialist"
5/31/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
5/31/2019,Vendor,5,Yes,No,This was several weeks ago.  My issue was resolved with the Representative,5,The staff is always professionally driven and very helpful.,"Jennifer, Specialist"
5/31/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
5/31/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
5/31/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
5/31/2019,Vendor,5,Yes,No,The customer care representative was very patient.,4,[No Answer Entered],"Chandra, Specialist"
5/31/2019,Vendor,5,Yes,No,Mel was outstanding!!!,5,[No Answer Entered],"Jamel ""Mel"", Lead"
6/3/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
6/3/2019,SWaM (SBSD),5,Yes,No,[No Answer Entered],5,she was very proactive in suggesting solutions.,"Jennifer, Specialist"
6/3/2019,Buyer,5,Yes,No,Eva service representative was great.,5,She was very helpful and patient with me.,"Miranda, Specialist"
6/3/2019,Vendor,4,Yes,No,Satisfied,4,Satisfied,"Chandra, Specialist"
6/3/2019,Vendor,5,Yes,No,"Prompt,courteous, complete",5,[No Answer Entered],"Miranda, Specialist"
6/3/2019,Vendor,3,No,Yes,[No Answer Entered],3,[No Answer Entered],"Chandra, Specialist"
6/3/2019,Vendor,5,Yes,No,Fast and very helpful. Thank you.,5,[No Answer Entered],"Jennifer, Specialist"
6/3/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
6/3/2019,Buyer,2,Yes,No,representative  was not familiar with the issue. I had to explain about the punchout catalogs and some other things .,2,[No Answer Entered],"Devyonne, Specialist"
6/3/2019,Vendor,5,Yes,No,Great service!,5,[No Answer Entered],"Chandra, Specialist"
6/3/2019,Vendor,5,Yes,No,Thank you!,5,Thank you!,"Sherry, Specialist"
6/3/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
6/4/2019,Buyer,5,Yes,No,Joann was very helpful and answered my questions.,5,Everyone is always very professional and very patience when calling for assistance.,"Joann, Specialist"
6/4/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
6/4/2019,SWaM (SBSD),5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
6/4/2019,SWaM (SBSD),5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
6/4/2019,Vendor,5,Yes,Yes,"Customer service lady was very helpful. It would be helpful if every eVA customer employee
was that friendly and very professional",5,"Very professional. It is not very hard for you to look back tell who work on my issue
You ask me to take time give my opinion  You take the time look that lady up give her the 
credit she deserves.","Miranda, Specialist"
6/4/2019,Buyer,5,Yes,No,I did not place the ticket but was the one who spoke to the eVA rep to get this resolved,5,The eVA Customer Care rep was great to work with and gave me the information that I needed to get this situation resolved.,"Miranda, Specialist"
6/4/2019,Vendor,5,Yes,No,The representative on the phone was great.,3,Your system seems a 100 years old.  I had to change my address.  You should have a button or area to change things one time.  I think having to change the address in five different areas and twice for each area plus click the save changes makes the system look like it was designed by the cheapest bidder!,"Jennifer, Specialist"
6/4/2019,Vendor,5,Yes,Yes,The operator was incredibly knowledgable and patient in helping me unlock my account,5,"The site's a little slow but, overall, the experience was fine.","Chandra, Specialist"
6/4/2019,Buyer,5,Yes,No,Very knowledgeable about processes and very patient.,5,Super kind and helpful. I appreciate that!!,"Jennifer, Specialist"
6/4/2019,Buyer,5,Yes,No,"Very helpful, walked me through the steps to fix the problem.",5,[No Answer Entered],"Jennifer, Specialist"
6/4/2019,Buyer,5,Yes,No,Miranda did an excellent job helping me.,5,Customer care help desk always does and awesome job.,"Miranda, Specialist"
6/4/2019,Vendor,5,Yes,No,Miranda was both polite and helpful.,4,Auto attendant menu was confusing,"Miranda, Specialist"
6/5/2019,Buyer,5,Yes,No,"As has always been the case whenever I have called over the years, the representative did a wonderful job in attempting to understand my questions, then doing the research to find the answers.",5,[No Answer Entered],"Chandra, Specialist"
6/5/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Joann, Specialist"
6/5/2019,Vendor,5,Yes,No,"Representative was very patient, walked me through the process to acess portal info",5,Excellent,"Chandra, Specialist"
6/5/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
6/5/2019,Vendor,5,Yes,No,Excellent customer service.  It's so nice when you have someone nice on the phone.,5,Excellent customer service,"Chandra, Specialist"
6/5/2019,Vendor,2,Yes,Yes,Customer service was not that friendly. no spirit. It is just a job I have to do this in order get paid. I really do not want to be here. That is the best I can describe your customer service person,2,Nothing to write home about. It is all above,"Sherry, Specialist"
6/5/2019,Buyer,5,Yes,No,Quick and Easy,5,[No Answer Entered],"Miranda, Specialist"
6/5/2019,Vendor,5,Yes,No,She was very kind,4,The whole thing seems a little archaic technologically.,"Sherry, Specialist"
6/5/2019,Vendor,5,Yes,No,Called about a Change of Address Notification for our Corporate Office address.,5,Your CS Rep handled the call professionally and the matter was successfully resolved.,"Devyonne, Specialist"
6/5/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
6/5/2019,Vendor,5,Yes,No,Friendly and helpful,5,[No Answer Entered],"Jennifer, Specialist"
6/5/2019,SWaM (SBSD),5,Yes,No,"quick questions, simple resolve.",5,good.,"Portia, Specialist"
6/5/2019,Buyer,5,Yes,No,Portia was very knowledgeable and helpful with my questions.,5,[No Answer Entered],"Portia, Specialist"
6/5/2019,Buyer,5,Yes,No,"Miranda was knowledgeable, patient and very courteous.",5,EVA researched and soled my system issue.,"Chandra, Specialist"
6/6/2019,Buyer,5,Yes,No,She was very nice.,5,[No Answer Entered],"Sherry, Specialist"
6/6/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
6/6/2019,Vendor,5,Yes,No,Jennifer was very helpful!,4,You all need to look into the 3rd party service of Ariba you are using as information is being collected and sent outside to the European Union and Russian Federation and where ever else they choose.  Doesn't make sense why information in the states needs to be going outside of the country.,"Jennifer, Specialist"
6/6/2019,Vendor,5,Yes,No,customer service was very helpful and was able to resolve the issue very quickly,5,[No Answer Entered],"Devyonne, Specialist"
6/6/2019,Vendor,5,Yes,No,Very helpful and friendly. Perfect,5,[No Answer Entered],"Sherry, Specialist"
6/6/2019,Vendor,5,Yes,No,Chandra was exceptional!  Her knowledge and professionalism was incredible.,5,[No Answer Entered],"Chandra, Specialist"
6/6/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
6/6/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
6/6/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
6/6/2019,Vendor,5,Yes,No,"Very helpful and informative! I wish I could remember her name but I do not. I appreciate her help, she was very kind.",5,[No Answer Entered],"Jennifer, Specialist"
6/6/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Joann, Specialist"
6/6/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
6/6/2019,Other,5,Yes,No,I'm a contract manager for VDOT and was requesting information about updating eVA accounts on behalf of two of our residencies snow removal contractors.,5,The service was swift with good useful information supplied by knowledgeable and courteous staff.,"Sherry, Specialist"
6/6/2019,Vendor,4,Yes,No,The rep gave me a long email address very quickly-- I can't write that fast.  When I asked her to repeat it seemed like I was bothering her.,4,"The rep gave me an email to submit my COVA 1099, but then I got an email saying it had to be faxed. Faxes are only in offices and inconvenient for me as an entrepreneur who does not work in a traditional office.","Devyonne, Specialist"
6/6/2019,Vendor,4,Yes,No,"the person handling our inquiry was DANIELLE, and though she sounded like a sad person, she was very thorough and helpful.  

Our situation is odd and not totally resolved but it's nothing that is causing harm...just a little mystery. 



thank you",5,[No Answer Entered],"Devyonne, Specialist"
6/6/2019,Buyer,5,Yes,No,Great.  Thanks so much.,5,[No Answer Entered],"Jennifer, Specialist"
6/6/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
6/6/2019,Buyer,5,Yes,No,"Exceptional service; representative, Joann, was calm and knowledgeable.",5,[No Answer Entered],"Joann, Specialist"
6/6/2019,Vendor,5,Yes,No,"Portia did a great job setting me up as a user. Looking forward to using the service.
",5,"Portia should get a big raise.
","Portia, Specialist"
6/6/2019,Vendor,5,Yes,No,The customer support was very professional and knowledgeable.  I felt she was truly interested in helping me resolve my issue.,5,[No Answer Entered],"Chandra, Specialist"
6/6/2019,Vendor,5,Yes,No,I have contacted a few times and I&#8217;m satisfied with the help I&#8217;ve been getting,5,[No Answer Entered],"Devyonne, Specialist"
6/6/2019,Vendor,5,Yes,No,Very helpful,5,[No Answer Entered],"Sherry, Specialist"
6/6/2019,Other,5,Yes,No,If I could give a 10 I would. Debbie was so nice and extremely helpful. She went over and beyond.,5,I thought her name was Debbie ? I did not see that on the drop down list below.,"Devyonne, Specialist"
6/7/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
6/7/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
6/7/2019,Buyer,5,Yes,No,Very professional and helpful.,5,"My question was, is there a way to add/display the PO numbers beside the PR numbers in My Documents instead of having to click on shopping cart to the left of the PR#.","Chandra, Specialist"
6/7/2019,Vendor,5,Yes,No,Customer Care was very helpful and responsive to my concerns when I called.  She was pleasant and knowledgeable.,5,[No Answer Entered],"Portia, Specialist"
6/7/2019,Vendor,5,Yes,No,Chandra was very helpful in determining the problem with our account and giving us the best solutions to resolve it.,5,Customer Care was great.,"Chandra, Specialist"
6/7/2019,Buyer,5,Yes,No,She was able to solve my problem quickly.,5,[No Answer Entered],"Joann, Specialist"
6/7/2019,Vendor,5,Yes,No,She was great.,5,[No Answer Entered],"Chandra, Specialist"
6/7/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Joann, Specialist"
6/10/2019,Buyer,1,No,Yes,"I have been trying to get eVA to update the tax profile in eVA for a vendor name change.  I have sent the W9 along with my email as the vendor couldn't figure out what she needed to do.  Each time, eVA says the vendor's name is already changed.  Commonwealth Vendor Group says its not changed for tax profile and that is what Cardinal pulls from.",1,See above,"Jennifer, Specialist"
6/10/2019,Other,5,Yes,No,"I needed ground-level instructions on how to search for Commonwealth purchases of an item, and the assistance was excellent.",5,[No Answer Entered],"Miranda, Specialist"
6/10/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
6/10/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
6/10/2019,Vendor,5,Yes,No,Help resolving our SWAM certifications not appearing in our eva profile.,5,"Excellent service, thorough and very nice.","Joann, Specialist"
6/10/2019,Vendor,5,Yes,No,The representative was helpful and extremely knowledgeable about access to the vendor portal. She gave me step by step instructions very patiently. It is important to me to feel valued and that is exactly how the representative made me feel!,5,Please see above comments.,"Chandra, Specialist"
6/10/2019,Buyer,5,Yes,No,Sherry was very polite and professional.,4,[No Answer Entered],"Sherry, Specialist"
6/10/2019,Vendor,5,Yes,No,GREAT - very patient.............(I have a slow computer)!,5,[No Answer Entered],"Devyonne, Specialist"
6/10/2019,Buyer,5,Yes,No,very pleasant and helpful.,5,[No Answer Entered],"Sherry, Specialist"
6/10/2019,Buyer,5,Yes,No,pleasant individual.,5,[No Answer Entered],"Devyonne, Specialist"
6/10/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
6/10/2019,Vendor,5,Yes,No,Very patient and helpful... Excellent!,5,[No Answer Entered],"Portia, Specialist"
6/11/2019,Vendor,5,Yes,No,My questions was answered right away and the service was excellent!,5,They were very helpful and my questions were answered very quickly!,"Jennifer, Specialist"
6/11/2019,Vendor,5,Yes,No,The associate was very helpful and knowledgeable,5,[No Answer Entered],"Jennifer, Specialist"
6/11/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
6/11/2019,Buyer,5,Yes,No,[No Answer Entered],5,"The issue was not actually resolved.  However, I as advised on options to resolve it or things to check into.","Sherry, Specialist"
6/11/2019,Vendor,5,Yes,No,"I resolved the issue myself, but I appreciate receiving a call from the eVA rep.",5,[No Answer Entered],"Joann, Specialist"
6/11/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
6/11/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
6/11/2019,Vendor,5,Yes,No,very fast service and easily resolved,5,"It was a very good experience, very quick to respond and great customer service skills from the person that I talked to","Miranda, Specialist"
6/11/2019,Vendor,5,Yes,No,"Jennifer was my contact and she was amazing.  Her knowledge and patience in helping me register as a vendor was so helpful and very efficient.
I also spoke with Miranda yesterday and she was most helpful and patient as well.
Good job Ladies!   And thank you.  A pleasure to work with you.",5,"Miranda, Specialist assisted me initially and Jennifer walked me through the steps on line.
Very satisfied.  Thank you.","Jennifer, Specialist"
6/11/2019,Vendor,5,Yes,No,JoAnn was amazing!  Give that woman a raise. She provided exceptional service and knowledge. I can&#8217;t say enough great things about her.,3,"eVA website is challenging.  For example, the choice of browser made a huge difference in my experience. As someone who is literate in technology but by no means an expert, it would have been great to know this upfront and would have saved me at least 30 minutes of time trying to register.","Joann, Specialist"
6/11/2019,Vendor,5,Yes,No,My customer care person was very helpful--very clear and efficient.,5,I'm sorry I forgot my helper's name!,"Devyonne, Specialist"
6/11/2019,Vendor,5,Yes,No,Very helpful great customer service,5,All good - helped me get my account on the path to reinstatement quickly,"Jennifer, Specialist"
6/11/2019,Buyer,5,Yes,No,Thank you for talking me thru this problem.,5,I've learned not to put in amounts in the reject col for doing a neg amount received.,"Jennifer, Specialist"
6/11/2019,Vendor,1,Yes,No,She is liking of patience.,1,Liking of patience.,"Sherry, Specialist"
6/12/2019,Vendor,5,Yes,No,She was very professional and my issue was resolved.,5,My experience was excellent!,"Chandra, Specialist"
6/12/2019,Buyer,5,Yes,No,Great work!,5,"eVA is a wonderfully robust system. I am delighted to have this tool. 
","Jennifer, Specialist"
6/12/2019,Vendor,5,Yes,No,all good,5,[No Answer Entered],"Devyonne, Specialist"
6/12/2019,Vendor,5,Yes,Yes,It was not resolved but was told they would be calling me to let me know what to do.,5,[No Answer Entered],Other
6/12/2019,Other,5,Yes,No,"The agent investigated the issue, and explained how to proceed.",5,[No Answer Entered],"Miranda, Specialist"
6/12/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
6/12/2019,Buyer,5,No,No,eVA customer care rep was extremely pleasant & provided our eVA administrator information quickly.,5,[No Answer Entered],"Joann, Specialist"
6/12/2019,Buyer,5,Yes,No,Excellent service. Thank you!,5,[No Answer Entered],"Jennifer, Specialist"
6/12/2019,Buyer,5,Yes,No,"Any time I have ever had to contact eVA Customer Care the assistance has been wonderful.  The agents are knowledgeable , helpful , friendly, courteous and always help me get the problem solved.  THANK YOU!",5,SEE ABOVE,"Miranda, Specialist"
6/12/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
6/12/2019,Vendor,5,Yes,No,Excellent customer service!!!!!,5,[No Answer Entered],"Jennifer, Specialist"
6/12/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
6/12/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
6/12/2019,Buyer,5,Yes,No,Solved my problem in a matter of minutes.,5,[No Answer Entered],"Miranda, Specialist"
6/12/2019,Vendor,5,Yes,No,The person that helped me on the phone was very professional and gave me great customer service.,5,[No Answer Entered],"Miranda, Specialist"
6/12/2019,Vendor,5,Yes,No,"I worked with a VERY efficient customer care rep.  She quickly figured out what was wrong with my account and helped me fix it.  Unfortunately, I didn't catch her name.",5,[No Answer Entered],"Joann, Specialist"
6/12/2019,Buyer,5,Yes,No,"Friendly, professional, and courteous.",5,[No Answer Entered],"Sherry, Specialist"
6/12/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
6/12/2019,Vendor,5,Yes,No,Very Kind and helpful... My issue was resolved,5,"Very helpful...very little hold time

I had to call 3 times and all of the ladies were wonderful!","Jennifer, Specialist"
6/12/2019,Vendor,5,Yes,No,Amazing customer service! The person I spoke with was so friendly and helpful.,5,[No Answer Entered],"Miranda, Specialist"
6/12/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
6/12/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Joann, Specialist"
6/13/2019,Buyer,5,Yes,No,Excellent; calm and instructive,4,I am still a bit new to eVA so still learning the ropes.,"Devyonne, Specialist"
6/13/2019,Vendor,5,Yes,No,5 star rating to the woman who helped me.,5,"quick, precise, patient and professional. Problem solved, thanks.","Sherry, Specialist"
6/13/2019,Buyer,4,Yes,No,Thank you.,4,[No Answer Entered],"Sherry, Specialist"
6/13/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
6/13/2019,Vendor,5,Yes,No,Very helpful and pleasant person assisted me.,5,[No Answer Entered],"Devyonne, Specialist"
6/13/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
6/14/2019,Vendor,5,Yes,No,"Really nice,friendly, and smart.",5,[No Answer Entered],"Miranda, Specialist"
6/14/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
6/14/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
6/14/2019,Buyer,5,Yes,No,"Helpful information to guide me, as always when I contact eVA Customer Care",4,[No Answer Entered],"Devyonne, Specialist"
6/14/2019,Vendor,5,Yes,No,Great customer service. Reps were committed to resolving my problem,5,[No Answer Entered],"Sherry, Specialist"
6/14/2019,Buyer,5,Yes,No,Sherry (and Mel) were GREAT regarding a very frustrating issue with a VCE order.  Thank you Sherry and Mel!!,5,Applause!!,"Sherry, Specialist"
6/14/2019,Vendor,5,Yes,No,Miranda was absolutely amazing.,5,[No Answer Entered],"Miranda, Specialist"
6/14/2019,Vendor,5,Yes,No,excellent service,5,[No Answer Entered],"Chandra, Specialist"
6/17/2019,Vendor,5,Yes,No,My call for assistance was  very pleasant and very helpful.  thank you,5,[No Answer Entered],"Sherry, Specialist"
6/17/2019,Buyer,5,Yes,No,Took care of my issue quickly and professionally,5,[No Answer Entered],"Joann, Specialist"
6/17/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
6/17/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
6/17/2019,Other,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
6/17/2019,Vendor,5,Yes,No,The representitive thought through my problem and gave me an alternative solution.,5,[No Answer Entered],"Jennifer, Specialist"
6/17/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
6/17/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
6/17/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
6/17/2019,Vendor,5,Yes,No,"Fantastic, friendly service. The representative patiently walked me through the steps necessary to resolve my issue.",5,Very good. Helpful and timely on response. We could not have asked for a better experience.,"Chandra, Specialist"
6/17/2019,Vendor,3,No,No,I'm not confident in the feedback I received. the agent was very kind and pleasant but the information did not seem to line up.,3,[No Answer Entered],"Sherry, Specialist"
6/17/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
6/18/2019,Buyer,5,Yes,No,Sherry was great,5,Everyone is always very nice and patient,"Sherry, Specialist"
6/18/2019,Buyer,5,Yes,No,Very friendly service,5,Excellent,"Jennifer, Specialist"
6/18/2019,Other,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
6/18/2019,Vendor,5,Yes,No,Sherry helped me update a response,5,[No Answer Entered],"Sherry, Specialist"
6/18/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
6/18/2019,Other,5,No,No,"EDI support not at Commonwealth of Virginia anymore, have to deal with Ariba. There was a change in the EDI 850 PO DTM segment that did not translate in our EDI system that no one notified us about. Working with Ariba support which takes awhile. This delays in the customer getting their order processed.",5,"Did not catch her name, but was helpful and directed me to Ariba","Natasha, Lead"
6/18/2019,Vendor,5,No,Yes,"I spoke to a gal and she&#8217;s going to call me back and then call Mis Natalie who is our Administration person to the general manager.  Eric Jenkins person  to to resolve the issue as I am trying to set up as a 
vendor directly  EVA website to be the user to do proposals and take bids directly as I have used your site prior to joining 
vector security in Richmond Va",5,[No Answer Entered],"Chandra, Specialist"
6/18/2019,SWaM (SBSD),5,Yes,No,Both Sherry and Chandra were very helpful,5,[No Answer Entered],"Chandra, Specialist"
6/18/2019,Buyer,5,Yes,No,Very thorough!,5,[No Answer Entered],"Joann, Specialist"
6/18/2019,Buyer,5,Yes,No,"Great service, as always!!!",5,[No Answer Entered],"Sherry, Specialist"
6/18/2019,Vendor,5,Yes,No,Sherry was very helpful in providing me direction to get my issue resolved.,5,[No Answer Entered],"Sherry, Specialist"
6/18/2019,Other,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
6/18/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
6/18/2019,Vendor,5,Yes,Yes,"She was very helpful and cordial , made me feel very at ease 
Gave me the information needed instantly",5,I Can not say that there is any need for improvement,"Miranda, Specialist"
6/19/2019,Vendor,5,Yes,No,I sent an email and eVA Customer Care actually called me right away and my questions were answered promptly and politely.,5,[No Answer Entered],"Jennifer, Specialist"
6/19/2019,SWaM (SBSD),5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
6/19/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
6/19/2019,SWaM (SBSD),5,Yes,No,Respondent was professional and knowledgeable.,5,"Specialist was well spoken, clear enunciation, helpful, understanding, and patient. :)","Miranda, Specialist"
6/19/2019,Vendor,5,Yes,No,Devyonne was awesome.  She took care of me and helped me through my problem.  Please give her a raise.  She deserves it.,5,[No Answer Entered],"Devyonne, Specialist"
6/19/2019,Other,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Joann, Specialist"
6/19/2019,Vendor,5,Yes,No,"Quick, expeditious, kind and helpful.",5,[No Answer Entered],"Jennifer, Specialist"
6/19/2019,Buyer,5,Yes,No,Excellent service with effort to get it corrected and follow-up to ensure the order was fixed.,4,[No Answer Entered],"Devyonne, Specialist"
6/19/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
6/19/2019,Vendor,5,Yes,No,"Stellar, efficient and quick service.",5,[No Answer Entered],"Jennifer, Specialist"
6/19/2019,Other,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
6/20/2019,Buyer,5,Yes,No,Great job! Thanks,5,[No Answer Entered],"Miranda, Specialist"
6/20/2019,Buyer,5,Yes,No,"Could not get into VCE catalog to do order but there was a catalog/computer problem that was corrected by the next day.
",5,[No Answer Entered],"Chandra, Specialist"
6/20/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
6/20/2019,Other,5,Yes,No,Friendly and professional.,5,Provides information needed.,"Jennifer, Specialist"
6/20/2019,Buyer,5,Yes,No,Portia is awesome!,5,Portia is awesome !,"Portia, Specialist"
6/20/2019,Vendor,5,Yes,No,"Mel, the only agent I dealt with, was fantasic",5,Nil. Great service,"Jamel ""Mel"", Lead"
6/20/2019,Vendor,5,Yes,No,"The customer service agent who assisted me was knowledgeable, prompt and efficient and quickly resolved my issue.",5,Please continue to train the support personnel as the woman who assisted me was great. Please extend my thanks to her.,"Joann, Specialist"
6/20/2019,Vendor,5,Yes,No,Great instructions to fix my problem!,5,Great instructions to fix my problem!,"Sherry, Specialist"
6/20/2019,Other,5,Yes,No,"No waiting. Professional, knowledgeable response.",5,Minimal prompts to get connected to a human being.  How I wish businesses would take note of that.,"Jennifer, Specialist"
6/20/2019,Buyer,5,Yes,No,I received the information I needed to service our customer.  Thanks for being here for us.  Excellent as usual.,5,[No Answer Entered],"Chandra, Specialist"
6/20/2019,Vendor,5,No,No,[No Answer Entered],5,"Jennifer provided an option for troubleshooting logon. Will not have a chance to verify until this evening.

Specialist was informative knowledgeable and professional.","Jennifer, Specialist"
6/20/2019,Vendor,5,Yes,Yes,The customer service representative was very helpful and provide me with contact information for a person that could better help me.,5,[No Answer Entered],"Portia, Specialist"
6/20/2019,Buyer,5,Yes,No,"Had to wait on hold for an extended period.  The customer care representative was very polite and patient, and had a very good understanding on how to resolve the item I called about.  I don't recall her name.",5,[No Answer Entered],"Jennifer, Specialist"
